Year,Ceremony,Award,Winner,Name,Film
1958,31,Documentary (Short Subject),,Thorold Dickinson: Producer,Overture 
1958,31,Film Editing,,William Ziegler,Auntie Mame 
1958,31,Film Editing,,William A. Lyon; Al Clark,Cowboy 
1958,31,Film Editing,,Frederic Knudtson,The Defiant Ones 
1958,31,Film Editing,1,Adrienne Fazan,Gigi 
1958,31,Film Editing,,William Hornbeck,I Want to Live! 
1958,31,Foreign Language Film,,West Germany,Arms and the Man 
1958,31,Foreign Language Film,,Spain,La Venganza 
1958,31,Foreign Language Film,1,France,My Uncle 
1958,31,Foreign Language Film,,Yugoslavia,The Road a Year Long 
1958,31,Foreign Language Film,,Italy,The Usual Unidentified Thieves 
1958,31,Music (Music Score of a Dramatic or Comedy Picture),,Jerome Moross,The Big Country 
1958,31,Music (Music Score of a Dramatic or Comedy Picture),1,Dimitri Tiomkin,The Old Man and the Sea 
1958,31,Music (Music Score of a Dramatic or Comedy Picture),,David Raksin,Separate Tables 
1958,31,Music (Music Score of a Dramatic or Comedy Picture),,Oliver Wallace,White Wilderness 
1958,31,Music (Music Score of a Dramatic or Comedy Picture),,Hugo Friedhofer,The Young Lions 
1958,31,Music (Scoring of a Musical Picture),,Yuri Faier; G. Rozhdestvensky,The Bolshoi Ballet 
1958,31,Music (Scoring of a Musical Picture),,Ray Heindorf,Damn Yankees 
1958,31,Music (Scoring of a Musical Picture),1,Andre Previn,Gigi 
1958,31,Music (Scoring of a Musical Picture),,Lionel Newman,Mardi Gras 
1958,31,Music (Scoring of a Musical Picture),,Alfred Newman; Ken Darby,South Pacific 
1958,31,Music (Song),,"Jay Livingston: Music, Lyrics; Ray Evans: Music, Lyrics","Houseboat: ""Almost In Your Arms (Love Song From ‘Houseboat')"""
1958,31,Music (Song),,Sammy Fain: Music; Paul Francis Webster: Lyrics,"A Certain Smile: ""A Certain Smile"""
1958,31,Music (Song),1,Frederick Loewe: Music; Alan Jay Lerner: Lyrics,"Gigi: ""Gigi"""
1958,31,Music (Song),,James Van Heusen: Music; Sammy Cahn: Lyrics,"Some Came Running: ""To Love And Be Loved"""
1958,31,Music (Song),,Sammy Fain: Music; Paul Francis Webster: Lyrics,"Marjorie Morningstar: ""A Very Precious Love"""
1958,31,Best Motion Picture,,Warner Brothers,Auntie Mame 
1958,31,Best Motion Picture,,Lawrence Weingarten: Producer,Cat on a Hot Tin Roof 
1958,31,Best Motion Picture,,Stanley Kramer: Producer,The Defiant Ones 
1958,31,Best Motion Picture,1,Arthur Freed: Producer,Gigi 
1958,31,Best Motion Picture,,Harold Hecht: Producer,Separate Tables 
1958,31,Short Subject (Cartoon),1,John W. Burton: Producer,Knighty Knight Bugs 
1958,31,Short Subject (Cartoon),,Walt Disney: Producer,Paul Bunyan 
1958,31,Short Subject (Cartoon),,William M. Weiss: Producer,Sidney's Family Tree 
1958,31,Short Subject (Live Action),1,Walt Disney: Producer,Grand Canyon 
1958,31,Short Subject (Live Action),,Ian Ferguson: Producer,Journey into Spring 
1958,31,Short Subject (Live Action),,John Patrick Hayes: Producer,The Kiss 
1958,31,Short Subject (Live Action),,New Zealand Screen Board,Snows of Aorangi 
1958,31,Short Subject (Live Action),,James A. Lebenthal: Producer,T Is for Tumbleweed 
1958,31,Sound,,"Gordon E. Sawyer: Sound Director, Samuel Goldwyn Studio Sound Department",I Want to Live! 
1958,31,Sound,1,"Fred Hynes: Sound Director, Todd-AO Sound Department",South Pacific 
1958,31,Sound,,"Leslie I. Carey: Sound Director, Universal-International Studio Sound Department",A Time to Love and a Time to Die 
1958,31,Sound,,"George Dutton: Sound Director, Paramount Studio Sound Department",Vertigo 
1958,31,Sound,,"Carl Faulkner: Sound Director, 20th Century-Fox Studio Sound Department",The Young Lions 
1958,31,Special Effects,1,Tom Howard: Visual Effects,tom thumb 
1958,31,Special Effects,,A. Arnold Gillespie: Visual Effects; Harold Humbrock: Audible Effects,Torpedo Run 
1958,31,"Writing (Screenplay, Based on Material from Another Medium)",,Richard Brooks; James Poe,Cat on a Hot Tin Roof 
1958,31,"Writing (Screenplay, Based on Material from Another Medium)",1,Alan Jay Lerner,Gigi 
1958,31,"Writing (Screenplay, Based on Material from Another Medium)",,Alec Guinness,The Horse's Mouth 
1958,31,"Writing (Screenplay, Based on Material from Another Medium)",,Nelson Gidding; Don Mankiewicz,I Want to Live! 
1958,31,"Writing (Screenplay, Based on Material from Another Medium)",,Terence Rattigan; John Gay,Separate Tables 
1958,31,"Writing (Story and Screenplay, Written Directly for the Screen)",1,Nedrick Young; Harold Jacob Smith,The Defiant Ones 
1958,31,"Writing (Story and Screenplay, Written Directly for the Screen)",,Paddy Chayefsky,The Goddess 
1958,31,"Writing (Story and Screenplay, Written Directly for the Screen)",,Melville Shavelson; Jack Rose,Houseboat 
1958,31,"Writing (Story and Screenplay, Written Directly for the Screen)",,James Edward Grant: Story; William Bowers: Screenplay; James Edward Grant: Screenplay,The Sheepman 
1958,31,"Writing (Story and Screenplay, Written Directly for the Screen)",,Fay Kanin; Michael Kanin,Teacher's Pet 
1959,32,Actor,,Laurence Harvey,Room at the Top
1959,32,Actor,1,Charlton Heston,Ben-Hur
1959,32,Actor,,Jack Lemmon,Some Like It Hot
1959,32,Actor,,Paul Muni,The Last Angry Man
1959,32,Actor,,James Stewart,Anatomy of a Murder
1959,32,Actor in a Supporting Role,1,Hugh Griffith,Ben-Hur
1959,32,Actor in a Supporting Role,,Arthur O'Connell,Anatomy of a Murder
1959,32,Actor in a Supporting Role,,George C. Scott,Anatomy of a Murder
1959,32,Actor in a Supporting Role,,Robert Vaughn,The Young Philadelphians
1959,32,Actor in a Supporting Role,,Ed Wynn,The Diary of Anne Frank
1959,32,Actress,,Doris Day,Pillow Talk
1959,32,Actress,,Audrey Hepburn,The Nun's Story
1959,32,Actress,,Katharine Hepburn,"Suddenly, Last Summer"
1959,32,Actress,1,Simone Signoret,Room at the Top
1959,32,Actress,,Elizabeth Taylor,"Suddenly, Last Summer"
1959,32,Actress in a Supporting Role,,Hermione Baddeley,Room at the Top
1959,32,Actress in a Supporting Role,,Susan Kohner,Imitation of Life
1959,32,Actress in a Supporting Role,,Juanita Moore,Imitation of Life
1959,32,Actress in a Supporting Role,,Thelma Ritter,Pillow Talk
1959,32,Actress in a Supporting Role,1,Shelley Winters,The Diary of Anne Frank
1959,32,Art Direction (Black and White),,Hal Pereira: Art Direction;  Walter Tyler: Art Direction; Sam Comer: Set Decoration; Arthur Krams: Set Decoration,Career 
1959,32,Art Direction (Black and White),1,Lyle R. Wheeler: Art Direction; George W. Davis: Art Direction; Walter M. Scott: Set Decoration; Stuart A. Reiss: Set Decoration,The Diary of Anne Frank 
1959,32,Art Direction (Black and White),,Carl Anderson: Art Direction; William Kiernan: Set Decoration,The Last Angry Man 
1959,32,Art Direction (Black and White),,Ted Haworth: Art Direction; Edward G. Boyle: Set Decoration,Some Like It Hot 
1959,32,Art Direction (Black and White),,Oliver Messel: Art Direction; William Kellner: Art Direction; Scot Slimon: Set Decoration,"Suddenly, Last Summer "
1959,32,Art Direction (Color),1,William A. Horning: Art Direction; Edward Carfagno: Art Direction; Hugh Hunt: Set Decoration,Ben-Hur 
1959,32,Art Direction (Color),,John DeCuir: Art Direction; Julia Heron: Set Decoration,The Big Fisherman 
1959,32,Art Direction (Color),,Lyle R. Wheeler: Art Direction; Franz Bachelin: Art Direction; Herman A. Blumenthal: Art Direction; Walter M. Scott: Set Decoration; Joseph Kish: Set Decoration,Journey to the Center of the Earth 
1959,32,Art Direction (Color),,William A. Horning: Art Direction; Robert Boyle: Art Direction; Merrill Pye: Art Direction; Henry Grace: Set Decoration; Frank McKelvy: Set Decoration,North by Northwest 
1959,32,Art Direction (Color),,Richard H. Riedel: Art Direction; Russell A. Gausman: Set Decoration; Ruby R. Levitt: Set Decoration,Pillow Talk 
1959,32,Cinematography (Black and White),,Sam Leavitt,Anatomy of a Murder 
1959,32,Cinematography (Black and White),,Joseph LaShelle,Career 
1959,32,Cinematography (Black and White),1,William C. Mellor,The Diary of Anne Frank 
1959,32,Cinematography (Black and White),,"Charles Lang, Jr.",Some Like It Hot 
1959,32,Cinematography (Black and White),,"Harry Stradling, Sr.",The Young Philadelphians 
1959,32,Cinematography (Color),1,Robert L. Surtees,Ben-Hur 
1959,32,Cinematography (Color),,Lee Garmes,The Big Fisherman 
1959,32,Cinematography (Color),,Daniel L. Fapp,The Five Pennies 
1959,32,Cinematography (Color),,Franz Planer,The Nun's Story 
1959,32,Cinematography (Color),,Leon Shamroy,Porgy and Bess 
1959,32,Costume Design (Black and White),,Edith Head,Career 
1959,32,Costume Design (Black and White),,Charles LeMaire; Mary Wills,The Diary of Anne Frank 
1959,32,Costume Design (Black and White),,Helen Rose,The Gazebo 
1959,32,Costume Design (Black and White),1,Orry-Kelly,Some Like It Hot 
1959,32,Costume Design (Black and White),,Howard Shoup,The Young Philadelphians 
1959,32,Costume Design (Color),1,Elizabeth Haffenden,Ben-Hur 
1959,32,Costume Design (Color),,Adele Palmer,The Best of Everything 
1959,32,Costume Design (Color),,Renie,The Big Fisherman 
1959,32,Costume Design (Color),,Edith Head,The Five Pennies 
1959,32,Costume Design (Color),,Irene Sharaff,Porgy and Bess 
1959,32,Directing,1,William Wyler,Ben-Hur 
1959,32,Directing,,George Stevens,The Diary of Anne Frank 
1959,32,Directing,,Fred Zinnemann,The Nun's Story 
1959,32,Directing,,Jack Clayton,Room at the Top 
1959,32,Directing,,Billy Wilder,Some Like It Hot 
1959,32,Documentary (Feature),,David L. Wolper: Producer,The Race for Space 
1959,32,Documentary (Feature),1,Bernhard Grzimek: Producer,Serengeti Shall Not Die 
1959,32,Documentary (Short Subject),,Walt Disney: Producer,Donald in Mathmagic Land 
1959,32,Documentary (Short Subject),,Edward F. Cullen: Producer,From Generation to Generation 
1959,32,Documentary (Short Subject),1,Bert Haanstra: Producer,Glass 
1959,32,Film Editing,,Louis R. Loeffler,Anatomy of a Murder 
1959,32,Film Editing,1,Ralph E. Winters; John D. Dunning,Ben-Hur 
1959,32,Film Editing,,George Tomasini,North by Northwest 
1959,32,Film Editing,,Walter Thompson,The Nun's Story 
1959,32,Film Editing,,Frederic Knudtson,On the Beach 
1959,32,Foreign Language Film,1,France,Black Orpheus 
1959,32,Foreign Language Film,,West Germany,The Bridge 
1959,32,Foreign Language Film,,Italy,The Great War 
1959,32,Foreign Language Film,,Denmark,Paw 
1959,32,Foreign Language Film,,The Netherlands,The Village on the River 
1959,32,Music (Music Score of a Dramatic or Comedy Picture),1,Miklos Rozsa,Ben-Hur 
1959,32,Music (Music Score of a Dramatic or Comedy Picture),,Alfred Newman,The Diary of Anne Frank 
1959,32,Music (Music Score of a Dramatic or Comedy Picture),,Franz Waxman,The Nun's Story 
1959,32,Music (Music Score of a Dramatic or Comedy Picture),,Ernest Gold,On the Beach 
1959,32,Music (Music Score of a Dramatic or Comedy Picture),,Frank DeVol,Pillow Talk 
1959,32,Music (Scoring of a Musical Picture),,Leith Stevens,The Five Pennies 
1959,32,Music (Scoring of a Musical Picture),,Nelson Riddle; Joseph J. Lilley,Li'l Abner 
1959,32,Music (Scoring of a Musical Picture),1,Andre Previn; Ken Darby,Porgy and Bess 
1959,32,Music (Scoring of a Musical Picture),,Lionel Newman,Say One for Me 
1959,32,Music (Scoring of a Musical Picture),,George Bruns,Sleeping Beauty 
1959,32,Music (Song),,Alfred Newman: Music; Sammy Cahn: Lyrics,"The Best of Everything: ""The Best Of Everything"""
1959,32,Music (Song),,"Sylvia Fine: Music, Lyrics","The Five Pennies: ""The Five Pennies"""
1959,32,Music (Song),,Jerry Livingston: Music; Mack David: Lyrics,"The Hanging Tree: ""The Hanging Tree"""
1959,32,Music (Song),1,James Van Heusen: Music; Sammy Cahn: Lyrics,"A Hole in the Head: ""High Hopes"""
1959,32,Music (Song),,Dimitri Tiomkin: Music; Ned Washington: Lyrics,"The Young Land: ""Strange Are The Ways Of Love"""
1959,32,Best Motion Picture,,Otto Preminger: Producer,Anatomy of a Murder 
1959,32,Best Motion Picture,1,Sam Zimbalist: Producer,Ben-Hur 
1959,32,Best Motion Picture,,George Stevens: Producer,The Diary of Anne Frank 
1959,32,Best Motion Picture,,Henry Blanke: Producer,The Nun's Story 
1959,32,Best Motion Picture,,John Woolf: Producer; James Woolf: Producer,Room at the Top 
1959,32,Short Subject (Cartoon),,John W. Burton: Producer,Mexicali Shmoes 
1959,32,Short Subject (Cartoon),1,John Hubley: Producer,Moonbird 
1959,32,Short Subject (Cartoon),,Walt Disney: Producer,Noah's Ark 
1959,32,Short Subject (Cartoon),,Ernest Pintoff: Producer,The Violinist 
1959,32,Short Subject (Live Action),,Ian Ferguson: Producer,Between the Tides 
1959,32,Short Subject (Live Action),1,Jacques-Yves Cousteau: Producer,The Golden Fish 
1959,32,Short Subject (Live Action),,Walt Disney: Producer,Mysteries of the Deep 
1959,32,Short Subject (Live Action),,Peter Sellers: Producer,"The Running, Jumping and Standing-Still Film "
1959,32,Short Subject (Live Action),,Shirley Clarke: Producer; Willard Van Dyke: Producer; Irving Jacoby: Producer,Skyscraper 
1959,32,Sound,1,"Franklin E. Milton: Sound Director, Metro-Goldwyn-Mayer Studio Sound Department",Ben-Hur 
1959,32,Sound,,"Carl Faulkner: Sound Director, 20th Century-Fox Studio Sound Department",Journey to the Center of the Earth 
1959,32,Sound,,"A. W. Watkins: Sound Director, Metro-Goldwyn-Mayer London Studio Sound Department",Libel! 
1959,32,Sound,,"George R. Groves: Sound Director, Warner Brothers Studio Sound Department",The Nun's Story 
1959,32,Sound,,"Gordon E. Sawyer: Sound Director, Samuel Goldwyn Studio Sound Department; Fred Hynes: Sound Director, Todd-AO Sound Department",Porgy and Bess 
1959,32,Special Effects,1,A. Arnold Gillespie: Visual Effects; Robert MacDonald: Visual Effects; Milo Lory: Audible Effects,Ben-Hur 
1959,32,Special Effects,,L. B. Abbott: Visual Effects; James B. Gordon: Visual Effects; Carl Faulkner: Audible Effects,Journey to the Center of the Earth 
1959,32,"Writing (Screenplay, Based on Material from Another Medium)",,Wendell Mayes,Anatomy of a Murder 
1959,32,"Writing (Screenplay, Based on Material from Another Medium)",,Karl Tunberg,Ben-Hur 
1959,32,"Writing (Screenplay, Based on Material from Another Medium)",,Robert Anderson,The Nun's Story 
1959,32,"Writing (Screenplay, Based on Material from Another Medium)",1,Neil Paterson,Room at the Top 
1959,32,"Writing (Screenplay, Based on Material from Another Medium)",,Billy Wilder; I. A. L. Diamond,Some Like It Hot 
1959,32,"Writing (Story and Screenplay, Written Directly for the Screen)",,Francois Truffaut; Marcel Moussy,The 400 Blows
1959,32,"Writing (Story and Screenplay, Written Directly for the Screen)",,Ernest Lehman,North by Northwest 
1959,32,"Writing (Story and Screenplay, Written Directly for the Screen)",,Paul King: Story; Joseph Stone: Story; Stanley Shapiro: Screenplay; Maurice Richlin: Screenplay,Operation Petticoat 
1959,32,"Writing (Story and Screenplay, Written Directly for the Screen)",1,Russell Rouse: Story; Clarence Greene: Story; Stanley Shapiro Screenplay; Maurice Richlin: Screenplay,Pillow Talk 
1959,32,"Writing (Story and Screenplay, Written Directly for the Screen)",,Ingmar Bergman,Wild Strawberries 
1960,33,Actor,,Trevor Howard,Sons and Lovers
1960,33,Actor,1,Burt Lancaster,Elmer Gantry
1960,33,Actor,,Jack Lemmon,The Apartment
1960,33,Actor,,Laurence Olivier,The Entertainer
1960,33,Actor,,Spencer Tracy,Inherit the Wind
1960,33,Actor in a Supporting Role,,Peter Falk,"Murder, Inc."
1960,33,Actor in a Supporting Role,,Jack Kruschen,The Apartment
1960,33,Actor in a Supporting Role,,Sal Mineo,Exodus
1960,33,Actor in a Supporting Role,1,Peter Ustinov,Spartacus
1960,33,Actor in a Supporting Role,,Chill Wills,The Alamo
1960,33,Actress,,Greer Garson,Sunrise at Campobello
1960,33,Actress,,Deborah Kerr,The Sundowners
1960,33,Actress,,Shirley MacLaine,The Apartment
1960,33,Actress,,Melina Mercouri,Never on Sunday
1960,33,Actress,1,Elizabeth Taylor,Butterfield 8
1960,33,Actress in a Supporting Role,,Glynis Johns,The Sundowners
1960,33,Actress in a Supporting Role,1,Shirley Jones,Elmer Gantry
1960,33,Actress in a Supporting Role,,Shirley Knight,The Dark at the Top of the Stairs
1960,33,Actress in a Supporting Role,,Janet Leigh,Psycho
1960,33,Actress in a Supporting Role,,Mary Ure,Sons and Lovers
1960,33,Art Direction (Black and White),1,Alexander Trauner: Art Direction; Edward G. Boyle: Set Decoration,The Apartment 
1960,33,Art Direction (Black and White),,Joseph McMillan Johnson: Art Direction; Kenneth A. Reid: Art Direction; Ross Dowd: Set Decoration,The Facts of Life 
1960,33,Art Direction (Black and White),,Joseph Hurley: Art Direction; Robert Clatworthy: Art Direction; George Milo: Set Decoration,Psycho 
1960,33,Art Direction (Black and White),,Tom Morahan: Art Direction; Lionel Couch: Set Decoration,Sons and Lovers 
1960,33,Art Direction (Black and White),,Hal Pereira: Art Direction; Walter Tyler: Art Direction; Sam Comer: Set Decoration; Arthur Krams: Set Decoration,Visit to a Small Planet 
1960,33,Art Direction (Color),,George W. Davis: Art Direction; Addison Hehr: Art Direction; Henry Grace: Set Decoration; Hugh Hunt: Set Decoration; Otto Siegel: Set Decoration,Cimarron 
1960,33,Art Direction (Color),,Hal Pereira: Art Direction; Roland Anderson: Art Direction; Sam Comer: Set Decoration; Arrigo Breschi: Set Decoration,It Started in Naples 
1960,33,Art Direction (Color),,Ted Haworth: Art Direction; William Kiernan: Set Decoration,Pepe 
1960,33,Art Direction (Color),1,Alexander Golitzen: Art Direction; Eric Orbom: Art Direction; Russell A. Gausman: Set Decoration; Julia Heron: Set Decoration,Spartacus 
